PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Karan, S; Sebok, E; Engesgaard, P				Karan, Sachin; Sebok, Eva; Engesgaard, Peter			Air/water/sediment temperature contrasts in small streams to identify groundwater seepage locations	HYDROLOGICAL PROCESSES												The need to identify groundwater seepage locations is of great importance for managing both stream water quality and groundwater sourced ecosystems due to their dependency on groundwater-borne nutrients and temperatures. Although several reconnaissance methods using temperature as tracer exist, these are subjected to limitations related to mainly the spatial and temporal resolution and/or mixing of groundwater and surface water leading to dilution of the temperature differences. Further, some methods, for example, thermal imagery and fiber optic distributed temperature sensing, although relative efficient in detecting temperature differences over larger distances, these are labor-intensive and costly. Therefore, there is a need for additional cost-effective methods identifying substantial groundwater seepage locations. We present a method expanding the linear regression of air and stream temperatures by measuring the temperatures in dual-depth; in the stream column and at the streambed-water interface (SWI). By doing so, we apply metrics from linear regression analysis of temperatures between air/stream and air/SWI (linear regression slope, intercept, and coefficient of determination), and the daily water temperature cycle (daily mean temperatures, temperature variance, and the mean diel temperature fluctuation). We show that using metrics from only single-depth stream temperature measurements are insufficient to identify substantial groundwater seepage locations in a head-water stream. Conversely, comparing the metrics from dual-depth temperatures show significant differences; at groundwater seepage locations, temperatures at the SWI merely explain 43-75% of the variation opposed to 91% at the corresponding stream column temperatures. In general, at these locations at the SWI, the slopes (<0.25) and intercepts (>6.5 degrees C) are substantially lower and higher, respectively, while the mean diel temperature fluctuations (<0.98 degrees C) are decreased compared to remaining locations. The dual-depth approach was applied in a post-glacial fluvial setting, where metrics analyses overall corroborated with field measurements of groundwater fluxes and stream flow accretions. Thus, we propose a method reliably identifying groundwater seepage locations along streambeds in such settings.				Karan, Sachin/G-9214-2018	Karan, Sachin/0000-0002-0058-1584												0885-6087	1099-1085				MAR 15	2017	31	6					1258	1270		10.1002/hyp.11094								WOS:000395628600004						
J	Sun, SA; Barraud, S; Branger, F; Braud, I; Castebrunet, H				Sun, Siao; Barraud, Sylvie; Branger, Flora; Braud, Isabelle; Castebrunet, Helene			Urban hydrologic trend analysis based on rainfall and runoff data analysis and conceptual model calibration	HYDROLOGICAL PROCESSES												Urban stormwater is a major cause of urban flooding and natural water pollution. It is therefore important to assess any hydrologic trends in urban catchments for stormwater management and planning. This study addresses urban hydrological trend analysis by examining trends in variables that characterize hydrological processes. The original and modified Mann-Kendall methods are applied to trend detection in two French catchments, that is, Chassieu and La Lechere, based on approximately 1decade of data from local monitoring programs. In both catchments, no trend is found in the major hydrological process driver (i.e., rainfall variables), whereas increasing trends are detected in runoff flow rates. As a consequence, the runoff coefficients tend to increase during the study period, probably due to growing imperviousness with the local urbanization process. In addition, conceptual urban rainfall-runoff model parameters, which are identified via model calibration with an event based approach, are examined. Trend detection results indicate that there is no trend in the time of concentration in Chassieu, whereas a decreasing trend is present in La Lechere, which, however, needs to be validated with additional data. Sensitivity analysis indicates that the original Mann-Kendall method is not sensitive to a few noisy values in the data series.					Branger, Flora/0000-0003-4273-8938; Sun, Siao/0000-0002-6860-3639; BRAUD, Isabelle/0000-0001-9155-0056												0885-6087	1099-1085				MAR 15	2017	31	6					1349	1359		10.1002/hyp.11109								WOS:000395628600011						
J	Hurkamp, K; Tafelmeier, S; Tschiersch, J				Huerkamp, Kerstin; Tafelmeier, Stefanie; Tschiersch, Jochen			Influence of melt-freeze-cycles on the radionuclide transport in homogeneous laboratory snowpack	HYDROLOGICAL PROCESSES												Radionuclides released to the environment and deposited with or onto snow can be stored over long time periods if ambient temperature stays low, particularly in glaciated areas or high alpine sites. The radionuclides will be accumulated in the snowpack during the winter unless meltwater runoff at the snow base occurs. They will be released to surface waters within short time during snowmelt in spring. In two experiments under controlled melting conditions of snow in the laboratory, radionuclide migration and runoff during melt-freeze-cycles were examined. The distribution of Cs-134 and Sr-85 tracers in homogeneous snow columns and their fractionation and potential preferential elution in the first meltwater portions were determined. Transport was associated with the percolation of meltwater at ambient temperatures above 0 degrees C after the snowpack became ripe. Mean migration velocities in the pack were examined for both nuclides to about 0.5cmhr(-1) after one diurnal melt-freeze-cycle at ambient temperatures of -2to 4 degrees C. Meltwater fluxes were calculated with a median of 1.68cmhr(-1). Highly contaminated portions of meltwater with concentration factors between 5 and 10 against initial bulk concentrations in the snowpack were released as ionic pulse with the first meltwater. Neither for caesium nor strontium preferential elution was observed. After recurrent simulated day-night-cycles (-2 to 4 degrees C), 80% of both radionuclides was released with the first 20% of snowmelt within 4days. 50% of Cs-134 and Sr-85 were already set free after 24hr. Snowmelt contained highest specific activities when the melt rate was lowest during the freeze-cycles due to concentration processes in remaining liquids, enhanced by the melt-freeze-cycling. This implies for natural snowpack after significant radionuclide releases, that long-time accumulation of radionuclides in the snow during frost periods, followed by an onset of steady meltwater runoff at low melt rates, will cause the most pronounced removal of the contaminants from the snow cover. This scenario represents the worst case of impact on water quality and radiation exposure in aquatic environments.																	0885-6087	1099-1085				MAR 15	2017	31	6					1360	1370		10.1002/hyp.11110								WOS:000395628600012						
J	Hama-Aziz, ZQ; Hiscock, KM; Cooper, RJ				Hama-Aziz, Zanist Q.; Hiscock, Kevin M.; Cooper, Richard J.			Dissolved nitrous oxide (N2O) dynamics in agricultural field drains and headwater streams in an intensive arable catchment	HYDROLOGICAL PROCESSES												Indirect nitrous oxide (N2O) emissions produced by nitrogen (N) leaching into surface water and groundwater bodies are poorly understood in comparison to direct N2O emissions from soils. In this study, dissolved N2O concentrations were measured weekly in both lowland headwater streams and subsurface agricultural field drain discharges over a 2-year period (2013-2015) in an intensive arable catchment, Norfolk, UK. All field drain and stream water samples were found to have dissolved N2O concentrations higher than the water-air equilibrium concentration, illustrating that all sites were acting as a net source of N2O emissions to the atmosphere. Soil texture was found to significantly influence field drain N2O dynamics, with mean concentrations from drains in clay loam soils (5.3gNL(-1)) being greater than drains in sandy loam soils (4.0gNL(-1)). Soil texture also impacted upon the relationships between field drain N2O concentrations and other water quality parameters (pH, flow rate, and nitrate (NO3) and nitrite (NO2) concentrations), highlighting possible differences in N2O production mechanisms in different soil types. Catchment antecedent moisture conditions influenced the storm event mobilisation of N2O in both field drains and streams, with the greatest concentration increases recorded during precipitation events preceded by prolonged wet conditions. N2O concentrations also varied seasonally, with the lowest mean concentrations typically occurring during the summer months (JJA). Nitrogen fertiliser application rates and different soil inversion regimes were found to have no effect on dissolved N2O concentrations, whereas higher N2O concentrations recorded in field drains under a winter cover crop compared to fallow fields revealed cover crops are an ineffective greenhouse gas emission mitigation strategy. Overall, this study highlights the complex interactions governing the dynamics of dissolved N2O concentrations in field drains and headwater streams in a lowland intensive agricultural catchment.					Cooper, Richard/0000-0002-4518-5761												0885-6087	1099-1085				MAR 15	2017	31	6					1371	1381		10.1002/hyp.11111								WOS:000395628600013						
J	Deere, D; Leusch, FDL; Humpage, A; Cunliffe, D; Khan, SJ				Deere, Daniel; Leusch, Frederic D. L.; Humpage, Andrew; Cunliffe, David; Khan, Stuart J.			Hypothetical scenario exercises to improve planning and readiness for drinking water quality management during extreme weather events	WATER RESEARCH												Two hypothetical scenario exercises were designed and conducted to reflect the increasingly extreme weather-related challenges faced by water utilities as the global climate changes. The first event was based on an extreme flood scenario. The second scenario involved a combination of weather events, including a wild forest fire ('bushfire') followed by runoff due to significant rainfall. For each scenario, a panel of diverse personnel from water utilities and relevant agencies (e.g. health departments) formed a hypothetical water utility and associated regulatory body to manage water quality following the simulated extreme weather event. A larger audience participated by asking questions and contributing key insights. Participants were confronted with unanticipated developments as the simulated scenarios unfolded, introduced by a facilitator. Participants were presented with information that may have challenged their conventional experiences regarding operational procedures in order to identify limitations in current procedures, assumptions, and readily available information. The process worked toward the identification of a list of specific key lessons for each event. At the conclusion of each simulation a facilitated discussion was used to establish key lessons of value to water utilities in preparing them for similar future extreme events. (C) 2016 Elsevier Ltd. All rights reserved.				Khan, Stuart/E-7523-2012	Khan, Stuart/0000-0001-5147-145X; Leusch, Frederic/0000-0002-6934-4587												0043-1354					MAR 15	2017	111						100	108		10.1016/j.watres.2016.12.028								WOS:000395218900012	28063282					
J	Yang, K; Yu, JW; Guo, QY; Wang, CM; Yang, M; Zhang, Y; Xia, P; Zhang, D; Yu, ZY				Yang, Kai; Yu, Jianwei; Guo, Qingyuan; Wang, Chunmiao; Yang, Min; Zhang, Yu; Xia, Ping; Zhang, Dong; Yu, Zhiyong			Comparison of micropollutants' removal performance between pre-ozonation and post-ozonation using a pilot study	WATER RESEARCH												Despite the strong oxidizing ability of ozone, pre-ozonation has seldom been employed for the purpose of micropollutant removal in drinking water utilities. In this paper, the possibility of using pre-ozonation instead of post-ozonation for the removal of micropollutants was explored because of the lower risk of forming carcinogenic bromate. A 1.0 m(3)/h pilot system was utilized to compare the efficacy of pre- and post-ozonation in the removal of bulk organic pollutants as well as micropollutants, including typical odor-causing compounds, pharmaceuticals, and typical pesticides, from one source water (Huangpu River) characterized by the occurrence of various micropollutants. Both pre-ozonation and post-ozonation could achieve similar water purification performance under an ozone dose of 1.5 mg/L, in terms of bulk water quality parameters like CODMn, (66% in combination with biological activated carbon (BAC) treatment, compared to 62% with the pre-ozonation-BAC combination) or micropollutants including 27 pharmaceuticals (85% in combination with BAC compared to 87% with the pre-ozonation-BAC combination) and 25 pesticides (72% in combination with BAC compared to 61% with the preozonation-BAC combination). Pre-ozonation exhibited slightly better odorant removal performance (100% in combination with BAC compared to 92% with the post-ozonation-BAC combination); however, post-ozonation generated approximately 6.0 mu g/L bromate at an ozone dose of 2.0 mg/L, while pre-ozonation did not form bromate even at an ozone dose as high as 3.0 mg/L. So pre-ozonation in combination with BAC might be a solution for the removal of micropollutants from source water with high bromate formation risk. The results of this study will be helpful for the optimization of ozonation processes in the water supply industry. (C) 2016 Elsevier Ltd. All rights reserved.																	0043-1354					MAR 15	2017	111						147	153		10.1016/j.watres.2016.12.043								WOS:000395218900017	28068535					
J	Symonds, EM; Young, S; Verbyla, ME; McQuaig-Ulrich, SM; Ross, E; Jimenez, JA; Harwood, VJ; Breitbart, M				Symonds, E. M.; Young, S.; Verbyla, M. E.; McQuaig-Ulrich, S. M.; Ross, E.; Jimenez, J. A.; Harwood, V. J.; Breitbart, M.			Microbial source tracking in shellfish harvesting waters in the Gulf of Nicoya, Costa Rica	WATER RESEARCH												Current microbial water quality monitoring is generally limited to culture-based measurements of fecal indicator bacteria (FIB). Given the many possible sources of fecal pollution within a watershed and extra intestinal FIB reservoirs, it is important to determine source(s) of fecal pollution as a means to improve water quality and protect public health. The principal objective of this investigation was to characterize the microbial water quality of shellfish harvesting areas in the Gulf of Nicoya, Costa Rica during 2015. In order to achieve this objective, the specificity and sensitivity of 11 existing microbial source tracking (MST) PCR assays, associated with cows (BacCow), dogs (BacCan, DogBac), domestic wastewater (PMMoV), general avian (GFD), gulls (Gull2), horses (HorseBac, HoF), humans (HF183, HPyV), and pigs (PF), were evaluated using domestic wastewater and animal fecal samples collected from the region. The sensitivity of animal-associated assays ranged from 13 to 100%, while assay specificity ranged from 38 to 100%. The specificity of pepper mild mottle virus (PMMoV) and human polyomavirus (HPyV) was 100% for domestic wastewater, as compared to 94% specificity of the HF183 Bacteroidales marker. PMMoV was identified as a useful domestic wastewater-associated marker, with concentrations as high as 1.1 x 10(5) copies/ml and 100% sensitivity and specificity. Monthly surface water samples collected from four shellfish harvesting areas were analyzed using culture-based methods for Escherichia coli as well as molecular methods for FIB and a suite of MST markers, which were selected for their specificity in the region. While culturable E. coli results suggested possible fecal pollution during the monitoring period, the absence of human/domestic wastewater-associated markers and low FIB concentrations determined using molecular methods indicated sufficient microbial water quality for shellfish harvesting. This is the first study to our knowledge to test the performance of MST markers in Costa Rica as well as in Central America. Given the lack of wastewater treatment and the presence of secondary sources of FIB, this study highlights the importance of an MST toolbox approach to characterize water quality in tropical regions. Furthermore, it confirms and extends the geographic range of PMMoV as an effective tool for monitoring domestic wastewater pollution. (C) 2017 Elsevier Ltd. All rights reserved.					Breitbart, Mya/0000-0003-3210-2899; Verbyla, Matthew/0000-0001-8143-6954												0043-1354					MAR 15	2017	111						177	184		10.1016/j.watres.2017.01.004								WOS:000395218900020	28086114					
J	Lim, KY; Shao, S; Peng, J; Grant, SB; Jiang, SC				Lim, Keah-Ying; Shao, Stella; Peng, Jian; Grant, Stanley B.; Jiang, Sunny C.			Evaluation of the dry and wet weather recreational health risks in a semi-enclosed marine embayment in Southern California	WATER RESEARCH												For many coastal regions around the world, recreational beach water quality is assessed using fecal indicator bacteria (FIB). However, the utility of FIB as indicators of recreational water illness (RWI) risk has been questioned, particularly in coastal settings with no obvious sources of human sewage. In this study we employed a source-apportionment quantitative microbial risk assessment (SA-QMRA) to assess RWI risk at a popular semi-enclosed recreational beach in Southern California (Baby Beach, City of Dana Point) with no obvious point sources of human sewage. Our SA-QMRA results suggest that, during dry weather, the median RWI risk at this beach is below the U.S. EPA recreational water quality criteria (RWQC) of 36 illness cases per 1000 bathers. During wet weather, the median RWI risk predicted by SA-QMRA depends on the assumed level of human waste associated with stormwater; the RWI risk is below the EPA RWQC illness risk benchmark 100% of the time provided that <2% of the FIB in stormwater are of human origin. However, these QMRA outcomes contrast strongly with the EPA RWQC for 30-day geometric mean of enterococci bacteria. Our results suggest that SA-QMRA is a useful framework for estimating robust RWI risk that takes into account local information about possible human and non-human sources of FIB. (C) 2017 Elsevier Ltd. All rights reserved.					Jiang, Sunny/0000-0002-4993-8038; Grant, Stanley/0000-0001-6221-7211												0043-1354					MAR 15	2017	111						318	329		10.1016/j.watres.2017.01.002								WOS:000395218900033	28104518					
J	Jayakumar, R; Lee, E				Jayakumar, Ramasamy; Lee, Eunhee			Climate change and groundwater conditions in the Mekong Region-A review	JOURNAL OF GROUNDWATER SCIENCE AND ENGINEERING												Changes in the climatic system introduce uncertainties in the supply and management of water resources. The Intergovernmental Panel on Climate Change (IPCC) predicts an increase of 2 to 4 degrees C over the next 100 years. Temperature increases will impact the hydrologic cycle by directly increasing the evaporation of surface water sources. Consequently, changes in precipitation will indirectly impact the flux and storage of water in surface and subsurface reservoirs (i.e., lakes, soil moisture, groundwater, etc.). In addition, increases in temperature contribute to increases in the sea level, which may lead to sea water intrusions, water quality deterioration, potable water shortages, etc. Climate change has direct impacts on the surface water and the control of storage in rivers, lakes and reservoirs, which indirectly controls the groundwater recharge process. The main and direct impact of climate change on groundwater is changes in the volume and distribution of groundwater recharge. The impact of climate change on groundwater resources requires reliable forecasting of changes in the major climatic variables and accurate estimations of groundwater recharge. A number of Global Climate Models (GCMs) are available for understanding climate and projecting climate change. These GCMs can be downscaled to a basin scale, and when they are coupled with relevant hydrological models, the output of these coupled models can be used to quantify the groundwater recharge, which will facilitate the adoption of appropriate adaptation strategies under the impact of climate change.																	2305-7068					MAR 2	2017	5	1					14	30										WOS:000395830300002						
J	Saeidi, N; Gu, XQ; Goh, SG; Xin, CLY; Gin, KYH				Saeidi, Nazanin; Gu, Xiaoqiong; Goh, Shin Giek; Xin, Claire Lim Yi; Gin, Karina Yew-Hoong			Evaluating the efficacy of commercial kits for viral DNA/RNA extraction	WATER PRACTICE AND TECHNOLOGY												Extraction of viral DNA/RNA from environmental samples as part of the analytical procedure in quantifying waterborne viruses, is of great importance. In this study, two commercially available kits were compared to assess their performance, the MO BIO PowerViral Environmental DNA/RNA Isolation kit and the Qiagen QIAamp Viral RNA Mini kit. A performance assessment of extraction kits for detecting and quantifying six human enteric viruses as the commonest waterborne pathogens and one plant virus as an alternative fecal indicator has been carried out using quantitative PCR (qPCR). Water samples were collected from seven sites in Singapore during March and April 2015. In general, a strong association was observed between two different viral DNA/RNA extraction kits and detection frequency of targets (P = 0.017). The Qiagen kit showed higher extraction efficiency than the MoBio kit. However, in terms of quantification, a significant difference was only observed in the occurrences of NoV GI and PMMoV between two different kits (P < 0.05), although the kits showed similar efficiency removing qPCR inhibitors. The Qiagen kit was preferred for routine water quality monitoring.					Gin, Karina Yew-Hoong/0000-0002-1266-9276												1751-231X					MAR	2017	12	1					80	86		10.2166/wpt.2017.015								WOS:000407606400008						
