PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Dascalescu, IG; Morosanu, I; Ungureanu, F; Musteret, CP; Minea, M; Teodosiu, C				Dascalescu, Ioana Gabriela; Morosanu, Irina; Ungureanu, Florina; Musteret, Corina Petronela; Minea, Marius; Teodosiu, Carmen			DEVELOPMENT OF A VERSATILE WATER QUALITY INDEX FOR WATER SUPPLY APPLICATIONS	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				Water quality index is an essential tool for water quality assessment. Considering the frequent use of automated water quality monitoring systems, their importance in generating data and information for the efficient management of water treatment plants, the design of such an index would allow the detection of point-pollution episodes, which otherwise would occur undetected and would have a significant impact on the water quality and its further treatment. In this study, a versatile weighted water quality index is presented. The proposed index is validated by using historical data recorded by the on-line monitoring system at the intake from Prut River during the period February - December 2012. The parameters selected for evaluation were: pH, temperature, turbidity, conductivity, dissolved oxygen, nitrates and total organic carbon. The weighted index is compared with the well-known Canadian water quality index. For the period under study, the scores for both indexes resulted in class IV of quality, corresponding to a medium water quality. The sensitivity analysis indicates a higher accuracy of the weighted index model as compared to the Canadian index model. The proposed index may be used as a communication tool for water quality towards the general public and various other water stakeholders, and as an operational control instrument for comparing water quality to diverse uses requirements (drinking water use in this study).				Teodosiu, Carmen/E-2693-2012													1582-9596	1843-3707				MAR	2017	16	3					525	534										WOS:000403508600003						
J	Enea, A; Hapciuc, OE; Iosub, M; Minea, I; Romanescu, G				Enea, Andrei; Hapciuc, Oana-Elena; Iosub, Marina; Minea, Ionut; Romanescu, Gheorghe			WATER QUALITY ASSESSMENT IN THREE MOUNTAINOUS WATERSHEDS FROM EASTERN ROMANIA (SUCEAVA, OZANA AND TAZLAU RIVERS)	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				Water quality is a very important aspect in the perspective of durable, urban and rural development. At European level, several directives were implemented, with the purpose of regulating the degree of pollution for water sources. Both surface and underground water resources in Romania are being affected by pollutants, such as nitrites, phosphorus, generated through irrational usage of chemical fertilizers, but also through the discharge of urban waste water directly into river courses. The spatiotemporal analysis of water quality in North-Eastern Romania, for Suceava, Ozana and Tazlau drainage basins, was based, in the current study, on the water quality index that has been applied (WQI), and also the variation rate of water quality (R). The results have pointed out the fact that there are no substantial differences concerning water quality, on a North-South direction, but a decrease in the values of these parameters can be observed from upstream, to downstream, for each basin. WQI is associated with a Good Water Quality class, for Suceava river basin (with a value of 39.78), and also for Tazlau basin (with a value of 33.31), but Ozana basin has a value of 16.09, being associated with an Excellent Water Quality class. The results generated by the calculation of the water quality variation rate have emphasized the fact that 57% of the analyzed parameters reveal a worsening tendency, in Suceava and Tazlau drainage basins, while Ozana basin has a value of only 28%.				Hapciuc, Oana Elena/O-4753-2016	Hapciuc, Oana Elena/0000-0003-4468-0688												1582-9596	1843-3707				MAR	2017	16	3					605	614										WOS:000403508600012						
J	Zaharia, C; Jufa, C				Zaharia, Carmen; Jufa, Claudia			WATER POLLUTION STATUS OF SIRET RIVER IN PASCANI TOWN AREA DUE TO DIFFERENT DOMESTIC AND WASTEWATER TREATMENT ACTIVITIES (WINTER SEASON)	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				The paper discusses the pollution status in the case of an important NE Romanian watercourse (Siret River) in Pascani town area based on the analysis of some water quality indicators (pH, temperature, dissolved oxygen, organics (COD and BOD5), conductivity, fixed residues, nitrogen-based nutrients (N-NH4+, N-NO3-, N-NO2-), phosphates, total phosphorus (P), total calcium (Ca2+), magnesium (Mg2+), iron (Fe2+, Fe3+), turbidity and suspended solids content) measured at three local strategic control sections, in the winter season (January-February) of 2013 and 2014. The final results classify the water quality of the Siret River in Pascani town area as "medium" to "good" (i.e. calculated standard water quality indices-WQI, varying between 63.20 to 72.62 in 2013, and between 53.92 to 76.54 in 2014). The evaluation score (ES) for water quality corresponded to values between 6.28 to 6.57 in 2013, and 5.69 to 6.88 in 2014. The real pollution status of the Siret River is estimated by the global pollution index (I*(GP)), giving values in the range of 2.32 - 2.53 (2013), or 2.11 - 3.09 (2014), which indicate "an aquatic environment modified by domestic and urban wastewater treatment activities, generating discomfort effects for different life forms (especially, daphnia) or human health". It is recommended that continuous monitoring of the Siret River water quality to be undertaken, and the implementation of preventive control and remediation actions (periodic cleaning/sanitation services) in order to perform at least `good' water quality until 2015-2018, at all strategic control sections. Overall, the water quality of the Siret River in Pascani town area was found as improving, and the standard European quality classification target of "good" was partially attained in some control sections in winter season of 2013-2014.					Zaharia, Carmen/0000-0003-3524-5051												1582-9596	1843-3707				MAR	2017	16	3					615	623										WOS:000403508600013						
J	Axinte, O; Volf, I; Bulgariu, L				Axinte, Ofelia; Volf, Irina; Bulgariu, Laura			ADAPTIVE MANAGEMENT FOR SUSTAINABLE DEVELOPMENT OF AMARA LAKE (S-E ROMANIA)	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				The Amara Lake is located at the south-eastern part of Romania. It is a shallow lake with an average depth of 3m and average extent of 1.32 km(2), having a particular importance for the area in which is situated. This importance derives from its main functions in the ecosystem, namely: source of food, shelter and breeding place for almost 54 bird, balneary tourism attraction and jobs for the residents of Amara who live in the northern part of the lake. Under these conditions, the sustainable development of this area is required, and this can be attained by proposing and implementing practices which will protect and harmonize the area from economic, social and ecological point of view. In this study, a SWOT (Strengths, Weaknesses, Opportunities and Threats) analysis of Amara Lake ecosystem was performed in order to found the most adequate management solution, whose implementation would allow the sustainable development of area. The proposed management solution considers the forestation of southern shore of the lake with Acer campestre tree species. The effects of this solution on Amara Lake ecosystem were evaluated by monitoring three water quality indicators (total nitrogen, total phosphorus and biochemical oxygen demand (BOD5)) during of six years (2010- 2015). These indicators are strictly related to the eutrophication process of lake water, and their variations during the monitoring period indicated that the forestation of southern shore of the lake can be considered a viable management solution.																	1582-9596	1843-3707				MAR	2017	16	3					625	631										WOS:000403508600014						
J	Rusu, L; Suceveanu, M; Suteu, D; Favier, L; Harja, M				Rusu, Lacramioara; Suceveanu, Mirela; Suteu, Daniela; Favier, Lidia; Harja, Maria			ASSESSMENT OF GROUNDWATER AND SURFACE WATER CONTAMINATION BY LANDFILL LEACHATE: A CASE STUDY IN NEAMT COUNTY, ROMANIA	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				The aim of this study was to determine the actual impact of the uncontrolled landfill site in Roman town, Romania on the water resource quality. The surface water and groundwater samples were collected quarterly in two time periods: January 2012 - June 2013, when the landfill was operational and July 2013 - December 2014, after the landfill was closed. The parameters analyzed in this study include: pH, biological oxygen demand (BOD5), chemical oxygen demand (COD), NH4+ Cl-, NO2-, NO3-, SO42-, heavy metals (Cd, Pb, Hg, Cr, Cu, Ni). In the case of surface water, for both investigated periods, the only parameter that exceeds the maximum allowable limit is the chemical oxygen demand with a maximum value of 235 mg O-2/L. The high values of the COD indicator may be attributed to the contamination of the surface water with persistent organic pollutants from landfill leachate. The results recorded in the case of groundwater show that the maximum allowable limits for parameters BOD5, COD, NH4+, Cl-, NO2- are exceeded for both investigated periods. All the mean concentrations of heavy metals for the two periods investigated showed values that exceed the maximum allowable limits, except Pb (3.5-6.67 mu g/L) and Hg (n.d.) which were below the limits. Analyzing the results, it can be noticed that the landfill affected the groundwater and the surface water quality, both during the period when it was in use, and after its closure. It represents a risk to human health due to the contaminants that seep into the groundwater, given the proximity of the landfill to the inhabited area (about 200 m). Since this landfill is a source of contamination even after being closed, it is necessary to neutralize it and to monitor the surface and groundwater quality indicators periodically.				Rusu, Lacramioara/A-9991-2015	Rusu, Lacramioara/0000-0001-5502-3478; Harja, Maria/0000-0003-0152-0748												1582-9596	1843-3707				MAR	2017	16	3					633	641										WOS:000403508600015						
J	Badila, AS				Badila, Alina Simionica			IMPACTS OF PRODUCTION AND STORING OF ORGANIC MANURE OVER THE QUALITY OF GROUNDWATER IN THE BASIN OF GERU RIVER FROM GALATY COUNTY	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL					8th International Conference on Environmental Engineering and Management (ICEEM)	SEP 09-12, 2015	Iasi, ROMANIA	Gheorghe Asachi Tech Univ Iasi, Dept Environm Engn & Management				Water is the source of life and a high water quality leads to a harmonious development of the surrounding environment (biotic and abiotic) and of humans. When water is loaded with various chemicals due to erosion, corrosion and human activities, the pollution phenomenon appears, causing harmfull effects over plant and animal organisms. The presence in water of substances derived from agriculture or mismanagement of manure organic obtained from various species of domestic animals affects the environmental quality and human health through the development of different types of diseases of the digestive system, circulatory etc. This made all the administrative units in the study area to be declared as vulnerable to pollution by nitrates from agricultural sources. This study was conducted in the drainage basin of Geru River in Galati County and was focused on three periods (2011, 2012, 2013) for calculation of livestock and production of waste and nutrients sewage and in three periods (July 2012, July 2013, November 2013) for the monitoring of water quality. The results revealed that the production of nutrients does not generate a high pressure over land, but point pollution affected the aquifer on an extended area. Therefore, groundwater could have poor quality and it is not recommended for drinking in the villages where nitrate levels are very high. Our study showed that organic manure production was not large enough to put high pressure on agricultural land, but causes the increase in the amount of nitrate in the groundwater, as a result of manure mismanagement.																	1582-9596	1843-3707				MAR	2017	16	3					653	668										WOS:000403508600017						
J	Lopez-Portillo, J; Lara-Dominguez, AL; Vazquez, G; Ake-Castillo, JA				Lopez-Portillo, Jorge; Laura Lara-Dominguez, Ana; Vazquez, Gabriela; Ake-Castillo, Jose A.			Water Quality and Mangrove-Derived Tannins in Four Coastal Lagoons from the Gulf of Mexico with Variable Hydrologic Dynamics	JOURNAL OF COASTAL RESEARCH												This study explored the spatial variability of physico-chemical water variables e., salinity, nitrogen, phosphorus and tannins) in contrasting seasons in four coastal lagoons (Chica y Grande, La Mancha, Sontecomapan and El Ostion) along Veracruz state, Mexico. We also calculated the mangrove and central basin water areas and associated them to physico-chemical data to analyze them by means of Principal Component Analysis (PCA) due to high correlation among variables. Finally, we elaborated coded maps of each lagoon to represent the gradients of the variables with statistically significant loadings in either of the first two components accounting for 50 to 70% of total data variability.. In La Mancha, NH4, NO3 and RP but not salinity were associated with river outflows. In Grande and Chica, NH4, NO3 and RP were higher near the lagoon inlet, but the major river outflows was also in that area, confounding their actual source. Finally, NO3 were strongly associated with river outflows in Sontecomapan and El Ostion. However, the concentrations of tannins were directly associated with mangrove cover in the four lagoons. Our results indicate that the connection with the sea, the position of the inflowing rivers, and the morphology of the lagoon provides the "estuarine signature" of each lagoon.				Lopez Portillo, Jorge/L-2492-2014	Lopez Portillo, Jorge/0000-0002-6827-3297												0749-0208	1551-5036				SPR	2017					77		28	38		10.2112/SI77-004.1								WOS:000403526200004						
J	de la Lanza-Espino, G; Silva, R; Hernandez-Pulido, S; Marino-Tapiat, I; Enriquez, C				de la Lanza-Espino, Guadalupe; Silva, Rodolfo; Hernandez-Pulido, Salvador; Marino-Tapiat, Ismael; Enriquez, Cecilia			A Retrospective Analysis of Water Quality in an Open Bay on the Mexican Pacific	JOURNAL OF COASTAL RESEARCH												Lack of knowledge about the complex interactions between the dynamics of natural systems (physical, chemical and biological) and the need for the resources found in coastal environments has led to the unplanned and disorganized development of several anthropogenic activities in the study area. It is important to revert this tendency and promote medium term studies that can help to foresee the unwanted effects, sometimes irreversible, of human activities on the environment. This paper includes results from hydrodynamic and water quality studies carried out in Petacalco Bay, Guerrero (Mexican Pacific) in order to present elements for future appropriate management of industrial outflows in the region. Around this bay theft are important rivers and small villages, a major port, chemical and thermoelectric plants, all discharging their (generally untreated) effluents directly into the sea. The results of this study show that the overall water quality is similar to natural concentrations found in the ocean. Nevertheless, eutrophization was found, associated with the fertilizer industry, and the hot water discharge from the thermoelectric plant generates hot plumes, which dissipate in the environment, despite the intense and variable hydrodynamic characteristics of the region.																	0749-0208	1551-5036				SPR	2017					77		39	50		10.2112/SI77-005.1								WOS:000403526200005						
J	Tokatli, C				Tokatli, Cem			Bioecological and statistical risk assessment of toxic metals in sediments of a worldwide important wetland: Gala Lake National Park (Turkey)	ARCHIVES OF ENVIRONMENTAL PROTECTION												Gala Lake National Park that has an international importance is one of the most important wetland ecosystems for Turkey. As same as many aquatic habitats, Gala Lake is under a significant anthropogenic pressure originated from agricultural activities conducted around the lake and from industrial discharges by means of Ergene River. The aim of this study was to evaluate the sediment quality of Gala Lake and Irrigation Canal by investigating some toxic element accumulations (As, B, Ni, Cr, Pb, Cd, Zn and Cu) from a statistical perspective. Pearson Correlation Index (PCI) and Factor Analysis (FA) were applied to detected data in order to determine the associated contaminants and effective factors on the system. Potential Ecological Risk Index (R-I) and Biological Risk Index based sediment quality guidelines (mERM-Q) applied to detected data in order to assess the ecological and biological risks of heavy metals in the ecosystem. Also Geographic Information System (GIS) technology was used to make visual explanations by presenting distribution maps of investigated elements. According to the results of PCI, significant positive correlations were recorded among the investigated toxic elements at 0.01 significance level. According to the results of FA, two factors, which were named as "Agricultural Factor" and "Industrial Factor", explained 86.6% of the total variance. According to the results of Potential Ecological Risk Index, cadmium was found to be the highest risk factor and according to results of Biological Risk Index, nickel and chromium were found to be the highest risk factors for Gala Lake and Irrigation Canal. As a result of the present study, it was also determined that heavy metal contents in sediments of Gala Lake National Park reached to critical levels and the system is intensively under effect of agricultural and industrial originated pollution.																	2083-4772	2083-4810				MAR	2017	43	1					34	47		10.1515/aep-2017-0007								WOS:000399253500005						
J	Sun, J; Zhang, R; Qin, L; Zhu, HX; Huang, Y; Xue, YG; An, SQ; Xie, XC; Li, AM				Sun, Jie; Zhang, Rui; Qin, Long; Zhu, Haixiao; Huang, Yu; Xue, Yingang; An, Shuqing; Xie, Xianchuan; Li, Aimin			Genotoxicity and cytotoxicity reduction of the polluted urban river after ecological restoration: a field-scale study of Jialu River in northern China	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												To further treat the reclaimed municipal wastewater and rehabilitate the aquatic ecosystemof polluted urban rivers, an 18.5-km field-scale ecological restoration project was constructed along Jialu River, a polluted urban river which receives only reclaimed municipal wastewater from Zhengzhou City without natural upland water dilution. This study investigated the potential efficiency of water quality improvement, as well as genotoxicity and cytotoxicity reduction along the ecological restoration project of this polluted urban river. Results showed that the chemical oxygen demand (COD) and ammonia nitrogen (NH3-N) of the reclaimed municipal effluent were reduced by more than 45 and 70%, respectively, meeting the Chinese surface water environmental quality standard level IV, while the total phosphorus and metal concentrations had no significant reduction along the restoration project, and Pb concentrations in all river water samples exceeded permissible limit in drinking water set by WHO (2006) and China (GB5749-2006). The in vitro SOS/umu assay showed 4-nitroquinoline-1-oxide equivalent (4-NQOEQ) values of reclaimed municipal wastewater of 0.69 +/- 0.05 mu g/L in April and 0.68 +/- 0.06 mu g/L in December, respectively, indicating the presence of genotoxic compounds. The results of 8-hydroxy-2'-deoxyguanosine (8OHdG) and hepatic cell apoptosis in zebrafish after a chorionic long-term (21 days) in vivo exposure also demonstrated that the reclaimed municipal wastewater caused significant DNA oxidative damage and cytotoxicity. After the ecological purification of 18.5-km field-scale restoration project, the genotoxicity assessed by in vitro assay was negligible, while the DNA oxidative damage and cytotoxicity in exposed fish were still significantly elevated. The mechanisms of DNA oxidative damage and cytotoxicity caused by the reclaimed municipal wastewater need further study.																	0944-1344	1614-7499				MAR	2017	24	7					6715	6723		10.1007/s11356-016-8352-z								WOS:000399163700076	28091988					
