PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Singh, G; Kamal, RK				Singh, Gurdeep; Kamal, Rakesh Kant			Heavy metal contamination and its indexing approach for groundwater of Goa mining region, India	APPLIED WATER SCIENCE												The objective of the study is to reveal the seasonal variations in the groundwater quality with respect to heavy metal contamination. To get the extent of the heavy metals contamination, groundwater samples were collected from 45 different locations in and around Goa mining area during the monsoon and post-monsoon seasons. The concentration of heavy metals, such as lead, copper, manganese, zinc, cadmium, iron, and chromium, were determined using atomic absorption spectrophotometer. Most of the samples were found within limit except for Fe content during the monsoon season at two sampling locations which is above desirable limit, i.e., 300 mu g/L as per Indian drinking water standard. The data generated were used to calculate the heavy metal pollution index (HPI) for groundwater. The mean values of HPI were 1.5 in the monsoon season and 2.1 in the post-monsoon season, and these values are well below the critical index limit of 100.																	2190-5487	2190-5495				JUN	2017	7	3					1479	1485		10.1007/s13201-016-0430-3								WOS:000411085600038						
J	Kumar, GVSRP; Krishna, KR				Kumar, G. V. S. R. Pavan; Krishna, K. Rama			Comparative study on the water quality status of Andra reservoir and Denkada anicut constructed on Champavati River, Vizianagaram, India	APPLIED WATER SCIENCE												The author's present study was carried out for a period of 3 years from 2010 to 2013 to itemize the various physico-chemical parameters, irrigation water quality parameters and heavy metals in Champavathi River waters at Andra reservoir and Denkada anicut. Water samples were collected from the chosen sampling stations of the two reservoirs for every 4 months and analyzed as per APHA standard methods. The results obtained were compared with IS 10500 standards and found to be well within the prescribed values. Though the obtained values were well within the prescribed standard values, it was found that the water quality index, concentration of certain parameters such as calcium, magnesium, sodium and potassium of the waters of Andra reservoir are higher than that of the Denkada anicut, and the concentration of nitrite was found to be higher in the water sample analyzed from Denkada anicut. Except silicon, all the other metals were found to be below the detection limits in the two reservoir waters. The reasons for the same were probed by the authors in the presented study. From the analysis reports, it was found that the water analyzed from the two reservoirs was fit for irrigation, agriculture, industrial and domestic purposes.																	2190-5487	2190-5495				JUN	2017	7	3					1497	1504		10.1007/s13201-015-0331-x								WOS:000411085600040						
J	Sharma, D; Kansal, A; Pelletier, G				Sharma, Deepshikha; Kansal, Arun; Pelletier, Greg			Water quality modeling for urban reach of Yamuna river, India (1999-2009), using QUAL2Kw	APPLIED WATER SCIENCE												The study was to characterize and understand the water quality of the river Yamuna in Delhi (India) prior to an efficient restoration plan. A combination of collection of monitored data, mathematical modeling, sensitivity, and uncertainty analysis has been done using the QUAL2Kw, a river quality model. The model was applied to simulate DO, BOD, total coliform, and total nitrogen at four monitoring stations, namely Palla, Old Delhi Railway Bridge, Nizamuddin, and Okhla for 10 years (October 1999-June 2009) excluding the monsoon seasons (July-September). The study period was divided into two parts: monthly average data from October 1999-June 2004 (45 months) were used to calibrate the model and monthly average data from October 2005-June 2009 (45 months) were used to validate the model. The R 2 for CBODf and TN lies within the range of 0.53-0.75 and 0.68-0.83, respectively. This shows that the model has given satisfactory results in terms of R 2 for CBODf, TN, and TC. Sensitivity analysis showed that DO, CBODf, TN, and TC predictions are highly sensitive toward headwater flow and point source flow and quality. Uncertainty analysis using Monte Carlo showed that the input data have been simulated in accordance with the prevalent river conditions.																	2190-5487	2190-5495				JUN	2017	7	3					1535	1559		10.1007/s13201-015-0311-1								WOS:000411085600043						
J	[Anonymous]				[Anonymous]			USGS Study Finds Unconventional Oil and Gas Production Not Currently Affecting Drinking Water Quality	GROUND WATER MONITORING AND REMEDIATION																													1069-3629	1745-6592				SUM	2017	37	3					8	8										WOS:000411766700005						
J	Garg, S; Newell, CJ; Kulkarni, PR; King, DC; Adamson, DT; Renno, MI; Sale, T				Garg, Sanjay; Newell, Charles J.; Kulkarni, Poonam R.; King, David C.; Adamson, David T.; Renno, Maria Irianni; Sale, Tom			Overview of Natural Source Zone Depletion: Processes, Controlling Factors, and Composition Change	GROUND WATER MONITORING AND REMEDIATION												Natural source zone depletion (NSZD) has emerged as a practical alternative for restoration of light non-aqueous phase liquid (LNAPL) sites that are in the later stages of their remediation lifecycle. Due to significant research, the NSZD conceptual model has evolved dramatically in recent years, and methanogenesis is now accepted as a dominant attenuation process (e.g., Lundegard and Johnson ; Ng et al. ). Most of the methane is generated within the pore space adjacent to LNAPL (Ng et al. ) from where it migrates through the unsaturated zone (e.g., Amos and Mayer ), where it is oxidized. While great progress has been made, there are still some important gaps in our understanding of NSZD. NSZD measurements provide little insight on which constituents are actually degrading; it is unclear which rate-limiting factors that can be manipulated to increase NSZD rates; and how longevity of the bulk LNAPL and its key constituents can be predicted. Various threads of literature were pursued to shed light on some of the questions listed above. Several processes that may influence NSZD or its measurement were identified: temperature, inhibition from acetate buildup, protozoa predation, presence of electron acceptors, inhibition from volatile hydrocarbons, alkalinity/pH, and the availability of nutrients can all affect methanogenesis rates, while factors such as moisture content and soil type can influence its measurement. The methanogenic process appears to have a sequenced utilization of the constituents or chemical classes present in the LNAPL due to varying thermodynamic feasibility, biodegradability, and effects of inhibition, but the bulk NSZD rate appears to remain quasi-zero order. A simplified version of the reactive transport model presented by Ng et al. has the potential to be a useful tool for predicting the longevity of key LNAPL constituents or chemical fractions, and of bulk LNAPL, but more work is needed to obtain key input parameters such as chemical classes and their biodegradation rates and any potential inhibitions.																	1069-3629	1745-6592				SUM	2017	37	3					62	81		10.1111/gwmr.12219								WOS:000411766700014						
J	Haryono, MG; Mulyanto; Kilawati, Y				Haryono, M. Gandri; Mulyanto; Kilawati, Yuni			HEAVY METAL Pb CONTENT IN THE SEAWATER, SEDIMENT AND GREEN MUSSEL TISSUE Perna viridis	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS												Accumulation of heavy metal Pb into the tissue can proceed through a food chain or environmental exposure. This study was to determine the content of heavy metals Pb in water, sediments and mussels (perna viridis). This research was conducted in March 2016, in the waters of Lekok Pasuruan at the three stations. TPI Station 1, Station 2 at the mouth of the Rejoso river and station 3 nearby PLTU 3. The water, sediments and green mussels (Perna viridis) samples were collected for Pb analysis using Absorpotion Atomic Spectrophotometer (AAS). In addition to the water quality such as salinity, temperature, DO and pH was observed. The results showed the highest Pb content in the water (0.4444 mg/l), sediment (23.8284 mg/kg) and green mussel tissue (1.5098 mg/kg) were found at station 2 (Rejoso river mouth). The Pb content in green mussel seemed to above safety level to consume.																	2087-9423	2085-6695				JUN	2017	9	1					1	7										WOS:000411129200001						
J	Putra, A; Husrin, S				Putra, Aprizon; Husrin, Semeidi			WATER QUALITY OF POST CONTAMINATION OF MARINE DEBRIS IN THE KUTA BEACH OF BALI	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS												Kuta Beach of Bali is one of the top tourist destination for a vacation in Bali Island. The beauty of the beach with white sand, ocean waves are excellent for surfing, sunset, and tourism infrastructure which detailed makes very famous Kuta beach to foreign countries. However, in recent years the beauty of Kuta beach which has become an icon of tourism in Bali began plagued by high levels of contaminant of the marine debris on the beach, mainly contamination of the marine debris that often accumulate in Kuta beach every season West. The purpose of this study was to determine the condition of water quality based the quality standards of sea water KMNLH Number 51 Years 2004 post contamination of the marine debris that occurred in the Kuta beach of Bali. The method used is to perform measurements using a "Water Quality Checker" at 8 measuring stations. Water quality parameters which measured, namely physical parameters (temperature, turbidity) and chemical parameters (pH, salinity, DO). The results showed a temperature with the range of value 29.10-29.40 degrees C, turbidity with the value range 0.30-18.70 NTU, pH with the value range 8.10-8.15 DO with the value range 6.85-7.38 mg/L and salinity with the value range 30.60-30.90 parts per thousand. Based on the measurement data obtained indicates conditions of the waters chemistry of still suitable and condition of the waters physical showed the value of the temperature is still suitable, except the turbidity value shows the value does not suitable in the station 1, 2 and 8.					Putra, Aprizon/0000-0002-4619-4117												2087-9423	2085-6695				JUN	2017	9	1					57	65		10.28930/jitkt.v9i1.17917								WOS:000411129200006						
J	Riani, E; Johari, HS; Cordova, MR				Riani, Etty; Johari, Harry Sudrajat; Cordova, Muhammad Reza			CONTAMINATION OF Cd AND Pb ON MILKFISH Chanos chanos CULTURED IN SERIBU ISLANDS, JAKARTA	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS												Seribu Islands located in the north of Jakarta Bay; it is potentially polluted by heavy metal such as Cd and Pb. The aims of this study is to prove contamination presumption, by analyzing and determine correlation Cd and Pb concentration in the sediment, in the water and on milkfish Chanos chanos cultured in this area. On this study, we collected water quality data (pH, temperature, dissolve oxygen and salinity) and heavy metals contamination (Cd and Pb) in the sediment, in the water and on milkfish. We compare collected data with quality standar and correlate heavy metal concentration between in the water and in the sediment; in the water and on milkfish organ; and, in the sediment and on milkfish organ. In general, water quality is sufficient enough to support the life of farmed milkfish. Cd and Pb contamination level in the water lied below the quality standard of Ministry of Environment decree No. 51/2004 in the last April and July. However, the contamination exceeds the standard in the last October. The contamination in sediment lied below RNO (1981), EPA (1999) and IACD/CEDA (1997). Gills, viscera and the meat of the milkfish are contaminated with Cd and Pb, yet, still lied below the quality standard of Ministry of Environment Decree No. 51/2004. The results showed that farmed milkfish in Thousand Islands are safe to eat. We also found that the correlation of Cd and Pb contamination between water and sediment is positive. The correlation of Cd is much higher than Pb. The correlation of Cd between water and viscera as well as between sediment and viscera are the most closely related than any other organ.																	2087-9423	2085-6695				JUN	2017	9	1					235	246		10.28930/jitkt.v9i1.17938								WOS:000411129200020						
J	Hastari, IF; Kurnia, R; Kamal, MM				Hastari, Indah Febry; Kurnia, Rahmat; Kamal, M. Mukhlis			SUITABILITY ANALYSIS OF FLOATING CAGE CULTURE OF GROUPER FISH USING GIS IN RINGGUNG WATERS OF LAMPUNG	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS												The study aims to determine suitability of floating cage (KJA) culture of grouper fish in Ringgung waters of Lampung. Data were analysed using GIS for spatial analysis at five stations. There were 10 water quality parameters measured, such as bathimetry, current velocity, water transparency, temperature, salinity, pH, dissolved oxygen, nitrate, ammonia, and phosphate. Three suitability criteria, i.e very suitable, suitable, and not suitable were used to determine the suitability of floating cage culture of grouper fish. The results show that from 99.168,5 ha of the total area used for floating cage culture of grouper fish, about 85,94% covering 8522,16 ha were classified as very suitable, 5,64% covering 559,69 ha classified as suitable, and 8,42% covering 835 ha classified as not suitable.																	2087-9423	2085-6695				JUN	2017	9	1					151	159		10.28930/jitkt.v9i1.17926								WOS:000411129200013						
J	Suwoyo, HS; Sahabuddin				Suwoyo, Hidayat Suryanto; Sahabuddin			GROWTH PERFORMANCE OF TRANSFECTION TIGER SHRIMP BROODSTOCK Penaeus monodon IN DIFFERENT GENERATION	JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS												Diseases resistant genes assemblage for tiger shrimp has been initiated by The Research Institute for Coastal Aquaculture in collaboration with Bogor Agricultural Institute, through transgenesis approach under anti-virus genes transfection. The study aimed to evaluate the growth performance of broodstock candidates of tiger shrimp at different generati on (F-0 and F-1). This research was conducted at 2000 m(2)size of four ponds in Takalar Regency, South Sulawesi.. The treatment was different generations of broodstocks, which were: broodstocks originated from F-0 generation, (A) and F-1 (B). The 22.63 to 28.57 g of broodstock candidates were stocked 0.5 ind.m(-2) and then reared for 128 days. During rearing period, these shrimp were fed usingcommercial pelleted feed with content 36-38% of protein in dosage of 10-4%/body weight. Feeding frequency was applied in the morning and in the evening. Measured variables were growth, size distribution, survival rate and water quality The results indicated that the performances of these shrimps, growth, size distributions as well as survival rates between these F-0 and F-1 were not significantly different (p>0.05). The growth pattern was relatively equal between treatment during rearing period. Survival rate of tiger shrimp in this study ranged from 51.7 to 73.35%. This study have implications on the provision of superior broodstock shrimp in ponds in order to support the sustainability of shrimp seed production in hatchery.																	2087-9423	2085-6695				JUN	2017	9	1					185	199		10.28930/jitkt.v9i1.17932								WOS:000411129200016						
