PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Hartog, N; Stuyfzand, PJ				Hartog, Niels; Stuyfzand, Pieter J.			Water Quality Considerations on the Rise as the Use of Managed Aquifer Recharge Systems Widens	WATER												Managed Aquifer Recharge (MAR) is a promising method of increasing water availability in water stressed areas by subsurface infiltration and storage, to overcome periods of drought, and to stabilize or even reverse salinization of coastal aquifers. Moreover, MAR could be a key technique in making alternative water resources available, such as reuse of communal effluents for agriculture, industry and even indirect potable reuse. As exemplified by the papers in this Special Issue, consideration of water quality plays a major role in developing the full potential for MAR application, ranging from the improvement of water quality to operational issues (e.g., well clogging) or sustainability concerns (e.g., infiltration of treated waste water). With the application of MAR expanding into a wider range of conditions, from deserts to urban and coastal areas, and purposes, from large scale strategic storage of desalinated water and the reuse of waste water, the importance of these considerations are on the rise. Addressing these appropriately will contribute to a greater understanding, operational reliability and acceptance of MAR applications, and lead to a range of engineered MAR systems that help increase their effectiveness to help secure the availability of water at the desired quality for the future.					Hartog, Niels/0000-0003-4113-6839												2073-4441					OCT	2017	9	10							808	10.3390/w9100808								WOS:000414707500084						
J	Kandel, S; Vogel, J; Penn, C; Brown, G				Kandel, Saroj; Vogel, Jason; Penn, Chad; Brown, Glenn			Phosphorus Retention by Fly Ash Amended Filter Media in Aged Bioretention Cells	WATER												Bioretention cells (BRCs) have shown potential for storm water quantity and quality control. However, the phosphorus (P) removal in BRC has been variable due to differences of soil properties in filter media. The objectives of this research were to identify and evaluate P accumulation in filter media and to quantify effluent P reduction in BRC. Each cell has a sand and fly ash media designed to remove phosphorous. Filter media were collected in 2014 across the cell surface and to a depth of 0.6 m to quantify the P accumulation. The mean total P (T-P) concentration increased over the seven years of operation, but the changes were not statistically significant. The average Mehlich-3 P (M3-P) and water-soluble P (WS-P) concentrations in the media profiles showed higher P accumulation in the top 0.15 m. The average M3-P and WS-P concentrations between 0.15 m to 0.30 m, and 0.30 m to 0.60 m were variable on all four BRCs media. The media with 5% fly ash significantly retained M3-P and WS-P over the top 0.15 m. Stormwater influent and effluent samples from three of the BRCs monitored over one year showed reductions in both P concentration (68% to 75%) and P mass (76% to 93%).																	2073-4441					OCT	2017	9	10							746	10.3390/w9100746								WOS:000414707500023						
J	Manheim, DC; Jiang, SC				Manheim, Derek C.; Jiang, Sunny C.			Investigation of Algal Biotoxin Removal during SWRO Desalination through a Materials Flow Analysis	WATER												The operation of seawater reverse osmosis (SWRO) desalination facilities has become challenged by the increasing frequency and severity of harmful algal blooms (HABs). The efficiency of algal toxins removal during SWRO and pretreatment processes has critical human health implications. Therefore, a probabilistic materials flow analysis (pMFA) was developed to predict the removal of algal toxins in source water by various pretreatment configurations and operations during SWRO desalination. The results demonstrated that an appreciable quantity of toxins exists in the SWRO permeate (ng/L-mu g/L levels), the backwash of pretreatment, and final brine rejects (mu g/L-mg/L levels). Varying the pretreatment train configuration resulted in statistically significant differences in toxin removals, where higher removal efficiencies were evidenced in systems employing microfiltration/ultrafiltration (MF/UF) over granular media filtration (GMF). However, this performance depended on operational practices including coagulant addition and transmembrane pressures of MF/UF systems. Acute human health risks during lifetime exposure to algal toxins from ingestion of desalinated water were benign, with margins of safety ranging from 100 to 4000. This study highlights the importance of pretreatment steps during SWRO operation in the removal of algal toxins for managing marine HABs.					Jiang, Sunny/0000-0002-4993-8038												2073-4441					OCT	2017	9	10							730	10.3390/w9100730								WOS:000414707500007						
J	Matta, E; Selge, F; Gunkel, G; Hinkelmann, R				Matta, Elena; Selge, Florian; Gunkel, Guenter; Hinkelmann, Reinhard			Three-Dimensional Modeling of Wind- and Temperature-Induced Flows in the Ico-Mandantes Bay, Itaparica Reservoir, NE Brazil	WATER												The Ico-Mandantes Bay is one of the major branches of the Itaparica Reservoir (Sub-Middle SAo Francisco River, Northeast Brazil) and is the focus of this study. Besides the harmful algae blooms (HAB) and a severe prolonged drought, the bay has a strategic importancee.g., the eastern channel of the newly built water diversion will withdraw water from it (drinking water). This article presents the implementation of a three-dimensional (3D) numerical modelpioneering for the regionusing TELEMAC-3D. The aim was to investigate the 3D flows induced by moderate or extreme winds as well as by heating of the water surface. The findings showed that a windstorm increased the flow velocities (at least one order of magnitude, i.e., up to 10(-1)-10(-2) m/s) without altering significantly the circulation patterns; this occurred substantially for the heating scenario, which had, in contrast, a lower effect on velocities. In terms of the bay's management, the main implications are: (1) the withdrawals for drinking water and irrigation agriculture should stop working during windstorms and at least three days afterwards; (2) a heating of the water surface would likely increase the risk of development of HAB in the shallow areas, so that further assessments with a water quality module are needed to support advanced remediation measures; (3) the 3D model proves to be a necessary tool to identify high risk contamination areas e.g., for installation of new aquaculture systems.					Matta, Elena/0000-0002-8990-8706												2073-4441					OCT	2017	9	10							772	10.3390/w9100772								WOS:000414707500049						
J	Meng, XY; Wang, H				Meng, Xianyong; Wang, Hao			Significance of the China Meteorological Assimilation Driving Datasets for the SWAT Model (CMADS) of East Asia	WATER												The high degree of spatial variability in climate conditions, and a lack of meteorological data for East Asia, present challenges to conducting surface water research in the context of the hydrological cycle. In addition, East Asia is facing pressure from both water resource scarcity and water pollution. The consequences of water pollution have attracted public concern in recent years. The low frequency and difficulty of monitoring water quality present challenges to understanding the continuous spatial distributions of non-point source pollution mechanisms in East Asia. The China Meteorological Assimilation Driving Datasets for the Soil and Water Assessment Tool (SWAT) model (CMADS) was developed to provide high-resolution, high-quality meteorological data for use by the scientific community. Applying CMADS can significantly reduce the meteorological input uncertainty and improve the performance of non-point source pollution models, since water resources and non-point source pollution can be more accurately localised. In addition, researchers can make use of high-resolution time series data from CMADS to conduct spatial- and temporal-scale analyses of meteorological data. This Special Issue, Application of the China Meteorological Assimilation Driving Datasets for the SWAT Model (CMADS) in East Asia, provides a platform to introduce recent advances in the modelling of water quality and quantity in watersheds using CMADS and hydrological models, and underscores its application to a wide range of topics.					Meng, Xianyong/0000-0003-4182-5028												2073-4441					OCT	2017	9	10							765	10.3390/w9100765								WOS:000414707500042						
J	Meyers, G; Kapelan, Z; Keedwell, E				Meyers, Gregory; Kapelan, Zoran; Keedwell, Edward			Data-Driven Study of Discolouration Material Mobilisation in Trunk Mains	WATER												It has been shown that sufficiently high velocities can cause the mobilisation of discolouration material in water distribution systems. However, how much typical hydraulic conditions affect the mobilisation of discolouration material has yet to be thoroughly investigated. In this paper, results are presented from real turbidity and flow observations collected from three U.K. trunk main networks over a period of two years and 11 months. A methodology is presented that determines whether discolouration material has been mobilised by hydraulic forces and the origin of that material. The methodology found that the majority of turbidity observations over 1 Nephelometric Turbidity Units (NTU) could be linked to a preceding hydraulic force that exceeded an upstream pipe's hydraulically preconditioned state. The findings presented in this paper show the potential in proactively managing the hydraulic profile to reduce discolouration risk and improve customer service.					Meyers, Gregory/0000-0003-4157-3991												2073-4441					OCT	2017	9	10							811	10.3390/w9100811								WOS:000414707500086						
J	Tsai, LY; Chen, CF; Fan, CH; Lin, JY				Tsai, Lin-Yi; Chen, Chi-Feng; Fan, Chi-Hsuan; Lin, Jen-Yang			Using the HSPF and SWMM Models in a High Pervious Watershed and Estimating Their Parameter Sensitivity	WATER												Models are necessary tools for watershed management. However, applying watershed models is time consuming and requires technical knowledge, including model selection and validation. The objective of this study is to assess two commonly used watershed models and their parameter sensitivity to reduce model loadings and to gain a better understanding of the model performances. The Hydrological Simulation Program-Fortran (HSPF) model and Storm Water Management Model (SWMM) were applied to a mostly forested Taiwanese reservoir watershed with pollution from tea plantations. Statistical analysis showed that both models are suitable for the studied watershed, but the performances of the flow and water quality simulations are different. The mean flow simulated by SWMM was lower than the experimental observations. The HSPF model performed better, possibly because the soil in the study area is highly permeable and the HSPF model has more precise soil layer calculations. SWMM may underestimate the total phosphorous (TP) and suspended solid (SS) loads following small storm events in highly permeable watersheds. The Latin Hypercube-One factor At a Time (LH-OAT) method was used to determine the parameter sensitivity of the HSPF model and SWMM. In both of the models, the parameters related to infiltration and soil characteristics strongly affected the flow simulation, except when using the Horton infiltration method in the SWMM. Manning's roughness coefficient for pervious areas was more sensitive in SWMM than in the HSPF model because SWMM has fewer parameters.																	2073-4441					OCT	2017	9	10							780	10.3390/w9100780								WOS:000414707500057						
J	Wang, XX; Chu, XF; Liu, TX; Cheng, XJ; Whittecar, R				Wang, Xixi; Chu, Xuefeng; Liu, Tingxi; Cheng, Xiangju; Whittecar, Rich			Water-Soil-Vegetation Dynamic Interactions in Changing Climate	WATER												Previous studies of land degradation, topsoil erosion, and hydrologic alteration typically focus on these subjects individually, missing important interrelationships among these important aspects of the Earth's system. However, an understanding of water-soil-vegetation dynamic interactions is needed to develop practical and effective solutions to sustain the globe's eco-environment and grassland agriculture, which depends on grasses, legumes, and other fodder or soil-building crops. This special issue is intended to be a platform for a discussion of the relevant scientific findings based on experimental and/or modeling studies. Its 12 peer-reviewed articles present data, novel analysis/modeling approaches, and convincing results of water-soil-vegetation interactions under historical and future climates. Two of the articles examine how lake/pond water quality is related to human activity and climate. Overall, these articles can serve as important references for future studies to further advance our understanding of how water, soil, and vegetation interactively affect the health and productivity of the Earth's ecosystem.					Chu, Xuefeng/0000-0003-0322-0271												2073-4441					OCT	2017	9	10							740	10.3390/w9100740								WOS:000414707500017						
J	Zhao, WX; Li, YY; Jiao, YJ; Zhou, B; Vogt, RD; Liu, HL; Ji, M; Ma, Z; Li, AD; Zhou, BH; Xu, YP				Zhao, Wenxi; Li, Yanying; Jiao, Yongjie; Zhou, Bin; Vogt, Rolf D.; Liu, Honglei; Ji, Min; Ma, Zhe; Li, Anding; Zhou, Beihai; Xu, Yaping			Spatial and Temporal Variations in Environmental Variables in Relation to Phytoplankton Community Structure in a Eutrophic River-Type Reservoir	WATER												This study assesses spatial and temporal variation in environmental variables in relation to phytoplankton community size and composition in a typically eutrophic river reservoir (Hai River, northern China). The aim is to identify environmental parameters governing spatial and temporal differences in phytoplankton density and composition. Physicochemical parameters, including nutrient concentrations, were determined in monthly surface water samples from 2015. The average concentration of key eutrophication indexes (i.e., total phosphorous (TP: 0.24 +/- 0.11 mgL(-1)), total nitrogen (TN: 2.96 +/- 1.60 mgL(-1)), and Chlorophyll a (Chl a: 38.5 +/- 11.5 mgm(-3))) substantially exceeded threshold values for eutrophic streams. Moreover, the eutrophication increased significantly downstream along the river reservoir as a consequence of an increasing fraction of agricultural and industrial land-use in the watershed. 103 phytoplankton species were identified, of which Chlorophyta was the dominated phylum (47 species), followed by Bacillariophyta (23 species) and Cyanophyta (18 species). No spatial difference in species distribution (ANOVA, p > 0.05) were found, while the temporal differences in species composition exhibited significant heterogeneity (ANOVA, p < 0.001). Phytoplankton abundance was highest in early summer (June and July), with maximum values increasing from 1.78 x 10(8) and 2.80 x 10(8) cellsL(-1) in upstream and middle reaches, respectively, to 4.18 x 10(8) cellsL(-1) furthest downstream. Cyanophyta, also known as Cyanobacteria and commonly referred to as blue-green algal, are known to constitute algae bloom in eutrophic systems. Common species are Microcystis marginata, Microcystis flos-aquae, and Oscillatoria sp. This was the dominant phyla during summer months, especially in the middle and lower reaches of the stream reservoir where it accounted for 88.9% of the phytoplankton community. Shannon weaver index (H') and Pielous's evenness index (J') were extremely low (1.91-2.43 for H' and 0.39-0.45 for J') in samples collected from the lower part of the stream during the period of algal bloom, indicating an imbalance in the phytoplankton communities. Canonical correspondence analysis (CCA) indicated that water temperature (WT) and possible pH, along with nitrate (NO3-N) and nitrite (NO2-N), were the most important explanatory parameters in regard to phytoplankton composition. This research provides an understanding of the role of physicochemical water quality parameters in governing algal blooms and phytoplankton composition in river reservoirs.																	2073-4441					OCT	2017	9	10							754	10.3390/w9100754								WOS:000414707500031						
J	Antoniou, A; Smits, F; Stuyfzand, P				Antoniou, Andreas; Smits, Frank; Stuyfzand, Pieter			Quality assessment of deep-well recharge applications in the Netherlands	WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY												Artificial recharge of aquifers can be performed for various purposes and under varying hydrogeological conditions. We present an overview of deep-well recharge applications which have taken place in the Netherlands over the last two decades. We present the purpose of each application, the issues which had to be resolved, the preventive measures which were taken to improve performance and the lessons learned from each experience. Examples are given of applications which aimed at the storage of water for drinking and other purposes such as irrigation, achieving environmental goals and disposal of wastewater. Applications aiming at drinking water production usually faced issues related to the quality of the abstracted water not meeting drinking water standards with respect to various elements, such as iron, manganese and arsenic. Storage of water in brackish aquifers was complicated by buoyancy effects making part of the recharged water irrecoverable. Recharge of water with the purpose of recovering declined groundwater tables and fighting seawater intrusion was hindered by clogging of the injection well while the disposal of wastewater was limited to aquifers of lower groundwater quality.																	1606-9749					OCT	2017	17	5					1201	1211		10.2166/ws.2017.032								WOS:000417944300001						
