PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Zulkarnain, F; Sutjiningsih, D; Yasman		Park, JW; Lie, HA; Hardjasaputra, H; Thayaalan, P		Zulkarnain, Faris; Sutjiningsih, Dwita; Yasman			Cascade-pond System Health Assessment Based on Macroinvertebrate Indices and Its Relationship with Impervious Cover and Aquatic Buffer Zone in Urbanized Catchments	6TH INTERNATIONAL CONFERENCE OF EURO ASIA CIVIL ENGINEERING FORUM (EACEF 2017)	MATEC Web of Conferences				6th International Conference of Euro-Asia-Civil-Engineering-Forum (EACEF)	AUG 22-25, 2017	Hanyang Univ, Seoul, SOUTH KOREA	Euro Asia Civil Engn Forum, Korean Soc Soil & Groundwater Engn, Indonesian Univ Consortium	Hanyang Univ			A cascade-pond system consists of six ponds located at Universitas Indonesia Campus, Depok. Its catchment area is dominated by high density urban area with moderate to high imperviousness. Some of riparian buffers surrounds six ponds are also occupied by high imperviousness that may lead some ecohydrological problems i.e. water quality degradation, declining freshwater biodiversity and food web changes. The aim of this study is assessing the current state of cascade pond system health. The assessment of macroinvertebrate indices is based on SingScore that have been developed by Public Utilities Board of Singapore for macroinvertebrate biotic index. Impervious cover data is obtained from high-resolution imageries and processed using ArcGIS 10.5. Qualitative statistics methods, Chi-squared test describes the relationship of macroinvertebrate indices with catchment area imperviousness and aquatic buffer zone. The health assessment based on macroinvertebrates indices shows that the lower ponds are relatively healthier than the upper one. There is also any significant relationship between macroinvertebrate indices with impervious cover based on chi square test and cross tabulation analysis.																	2261-236X						2017	138								UNSP 06008	10.1051/matecconf/201713806008								WOS:000426810700091						
S	Xu, PF; Wang, JH; Liu, F; Sun, Y; Song, WX; Lu, Z; Fan, CL; Han, SZ; Liu, C		Kim, YH		Xu, Pengfan; Wang, Jinghao; Liu, Fang; Sun, Yue; Song, Wanxiong; Lu, Zhen; Fan, Chonglin; Han, Shuaizhang; Liu, Chang			The general plan to build an 'eco-civilization of water' city in Shandong Province on a water-system management approach	PROCEEDINGS OF THE 2017 2ND INTERNATIONAL CONFERENCE ON CIVIL, TRANSPORTATION AND ENVIRONMENTAL ENGINEERING (ICCTE 2017)	AER-Advances in Engineering Research				2nd International Conference on Civil, Transportation and Envirionmental Engineering (ICCTE)	MAY 10-11, 2016	Shenzhen, PEOPLES R CHINA					Water source is a crucial condition for the development of a city. If the development level of a city is to be defined by water, we need to take into consideration not only the carry capacity of urban water resources under the pressure of the rapid development of social economy, but also water quality and the capacity of water environment and water ecology under the growing effect of water pollution. This paper thus gives suggestions on how to build an 'eco-civilization of water' city in Shandong province on a system management approach, analyzing concrete methods to build a water system of a city as well as an 'eco-civilization of water' city. All the cases in this paper are from previous practices of building an 'eco-civilization of water' city in Shandong Province.																	2352-5401		978-94-6252-353-1				2017	135						612	615										WOS:000426729600108						
S	Wu, XH; Deng, K; Ge, P; Wang, Y; Xue, YD		Wang, M; Zhou, X		Wu, Xianhua; Deng, Ke; Ge, Ping; Wang, Yue; Xue, Yadong			Investigation on the Ecological Environment and Resource Protection Management System of Fuxian Lake	PROCEEDINGS OF THE 2017 5TH INTERNATIONAL CONFERENCE ON MECHATRONICS, MATERIALS, CHEMISTRY AND COMPUTER ENGINEERING (ICMMCCE 2017)	AER-Advances in Engineering Research				5th International Conference on Mechatronics, Materials, Chemistry and Computer Engineering (ICMMCCE)	JUL 24-25, 2017	Chongqing, PEOPLES R CHINA	Xinxiang Univ				Fuxian Lake is one of the few lakes with Class I water quality at present in China, it is a typical representative of a poor nutrition lake. The author attended "Yunnan social scientists investigate in Yuxi" research and consulting activity, through this concentrated investigation, discussion, communication and analysis, visited 22 research points, investigated 12 trail projects, the survey result is as following:																	2352-5401		978-94-6252-381-4				2017	141						290	295										WOS:000426708900061						
S	Chen, X; Zhu, XH; Yue, Y		Wang, M; Zhou, X		Chen, Xuan; Zhu, Xiaohui; Yue, Yong			Dynamic Data Visualization for a Water Quality Monitoring Network	PROCEEDINGS OF THE 2017 5TH INTERNATIONAL CONFERENCE ON MECHATRONICS, MATERIALS, CHEMISTRY AND COMPUTER ENGINEERING (ICMMCCE 2017)	AER-Advances in Engineering Research				5th International Conference on Mechatronics, Materials, Chemistry and Computer Engineering (ICMMCCE)	JUL 24-25, 2017	Chongqing, PEOPLES R CHINA	Xinxiang Univ				Data visualization can support statisticians to analyze vast volumes of data more easily and efficiently. We proposed a novel data visualization algorithm for water quality monitoring network to process water quality data in real time. Our algorithm can analyze vast water quality data as well as dynamically visualize the pollution diffusion process. We achieved this algorithm based on a MVC web application. Longitudes and latitudes of all the monitoring locations are converted to screen coordinates and visualize the monitoring network. When a pollution event occurs, we use different colors to indicate different pollution levels. The color of river segments can be automatically changed in real time to represent the pollution diffusion processing as well as the pollution level in different river segments.																	2352-5401		978-94-6252-381-4				2017	141						1576	1579										WOS:000426708900277						
S	Yang, DF; Wang, Q; Wang, M; Wang, ZK; Zhu, SX		Wang, M; Zhou, X		Yang, Dongfang; Wang, Qiang; Wang, Ming; Wang, Zhikang; Zhu, Sixi			Annual changes and seasonal variations of Cd in Jiaozhou Bay 1979-1983	PROCEEDINGS OF THE 2017 5TH INTERNATIONAL CONFERENCE ON MECHATRONICS, MATERIALS, CHEMISTRY AND COMPUTER ENGINEERING (ICMMCCE 2017)	AER-Advances in Engineering Research				5th International Conference on Mechatronics, Materials, Chemistry and Computer Engineering (ICMMCCE)	JUL 24-25, 2017	Chongqing, PEOPLES R CHINA	Xinxiang Univ				This paper analyzed the annual change and seasonal variation of Cd in Jiaozhou Bay during 1979-1983. Results showed that the highest values of Cd contents in 1979-1982 were confirm to Grade I (1.00 mu g L-1) of National Sea Water Quality Standard (GB 3097-1997), yet in 1983 were Grade II. For temporal changes, Cd contents were showing increasing trends during 1979-1983, indicating the increasing of Cd input to the bay from human activities. For seasonal variation, Cr contents in spring during 1979-1983 were relative low and were confirm to Grade I, while in summer and autumn were relative high and the highest values of Cd contents were confirm to Grade II. These indicated that the input of Cr to the bay was different in different season. In general, the pollution level of Cd were increasing after reform and opening-up due to the rapid increase of industry.																	2352-5401		978-94-6252-381-4				2017	141						1587	1590										WOS:000426708900279						
S	Prayitno; Saroso, H; Rulianah, S; Hardjono		Saleh, K		Prayitno; Saroso, Hadi; Rulianah, Sri; Hardjono			Hospital Wastewater Treatment Using Aerated Fixed Film Biofilter (AF2B)	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON ENGINEERING, SCIENCE, AND APPLICATIONS (ICESA)	Proceedings of International Conference on Engineering Science and Applications				International Conference on Engineering, Science, and Applications (ICESA)	AUG 16-18, 2017	Tokyo, JAPAN	Ara Inst Canterbury, Kuwait Univ				In Indonesia, biological processes such as Activated Sludge, Anaerobic-Aerobic Biofilter, and Fluidized Bed Biofilm Aeration process have been used but still less effective which meet the water quality standards are only 52%. The purpose of this experiment was to investigate the capability of Aerated Fixed Film Biofilter (AF2B) reactor as an alternative process in reducing pollutants discharged from hospital wastewater. This study used AF2B reactor consisting biofilter shaped Honey comb as a medium for the growth of microorganisms. The microorganisms used were endegenous bacterial consorsium obtained from the isolated bacteria in hospital wastewater. The hospital wastewater used discharge from some hospital. The research conducted with flowing an hospital wastewater into the AF2B reactor with circulation flow and through a number of biofilter. Experiment data were obtained through measuring the concentration of BOD5, fecal coli, phenol, and Pb at influent-effluent reactor that using APHA method. Results showed that AF2B reactor could remove BOD5, fecal coli, phenol and Pb were 91.59 %, 85.42 %, 62.5 %, 60 %, respectively. Thus it can be concluded that AF2B process has large capability of pollutants removal in hospital wastewater such as BOD, fecal coli, phenol, Pb.																	2521-3717						2017	1																	WOS:000426818300012						
B	Myint, CZ; Gopal, L; Aung, YL			IEEE	Myint, Cho Zin; Gopal, Lenin; Aung, Yan Lin			WSN-based Reconfigurable Water Quality Monitoring System in IoT Environment	2017 14TH INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING/ELECTRONICS, COMPUTER, TELECOMMUNICATIONS AND INFORMATION TECHNOLOGY (ECTI-CON)					2017 14th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)	JUN 27-30, 2017	Phuket, THAILAND	IEEE Thailand Sect, ECTI Assoc, Staubli				In internet of things (IoT) environment, a sensor interface device is essential for data collection in wireless sensor network (WSN) system for water quality monitoring (WQM) as the water pollution is a critical issue globally. This paper presents the design of a WSN based reconfigurable smart sensor interface device for WQM system in an IoT environment. The system consists of Field Programmable Gate Array (FPGA) design board, sensors, ZigBee based wireless communication module and personal computer (PC). The FPGA board performs as the heart of the proposed WQM system and it is programmed in very high speed integrated circuit hardware description language (VHDL) and C++ using Qsys tool and Nios-II SBT for Eclipse in Quartus II software. The proposed system collects the data of water quality such as water pH, water level, turbidity, carbon dioxide (CO2) on the surface of water and water temperature in parallel and in real-time basis with high speed from five different sensor nodes. The performance of the proposed reconfigurable WSN system is verified through computer simulation and laboratory experiments.																			978-1-5386-0449-6				2017							741	744										WOS:000426811700188						
S	Fourie, CM; Bhatt, DV; Silva, BJ; Kumar, A; Hancke, GP			IEEE	Fourie, C. M.; Bhatt, D. V.; Silva, B. J.; Kumar, A.; Hancke, G. P.			A solar-powered fish pond management system for fish farming conservation	2017 IEEE 26TH INTERNATIONAL SYMPOSIUM ON INDUSTRIAL ELECTRONICS (ISIE)	Proceedings of the IEEE International Symposium on Industrial Electronics				26th IEEE International Symposium on Industrial Electronics (ISIE)	JUN 18-21, 2017	Edinburgh, SCOTLAND	Inst Elect & Elect Engineers, IEEE Ind Elect Soc, Anglia Ruskin Univ				Fish conservation is a concern due to the impact of industrial fishing that causes overfishing. Fish farming has been an approach to fish conservation and systems are required to monitor ecosystems. This paper describes the design of a solar powered autonomous fish pond management system that can be used for fish conservation. The system consists of a floating node, equipped with sensors, that is able to regulate the water's pH and also dispense food into the water as necessary. It is found that the system is able to successfully control the pond's temperature and dissolved oxygen.																	2163-5137		978-1-5090-1412-5				2017							2021	2026										WOS:000426794000314						
S	Sinha, A; Morris, E; Fei, CH; Liu, X; Jin, S			IEEE	Sinha, Abhijit; Morris, Eric; Fei, Chuhong; Liu, Xia; Jin, Sol			A Cognitive Dynamic System for Chemical Coagulation Control	2017 IEEE 30TH CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING (CCECE)	Canadian Conference on Electrical and Computer Engineering				30th IEEE Canadian Conference on Electrical and Computer Engineering (CCECE)	APR 30-MAY 03, 2017	Windsor, CANADA	IEEE				Chemical coagulation process efficiently removes both natural organic matter and small colloidal particles that have negative impacts on taste, smell and appearance of treated water. The current practice requires regular manual intervention. In smaller WTPs, often serving remote communities, regular intervention by experienced operators is not feasible and, hence, coagulant overdosing and underdosing can occur regularly negatively affecting the cost of water production and the health of communities. We present an autonomous system that includes a learning based control, regulating the process during abrupt changes in water quality, and a model predictive control, responsible to compensate for the slow to moderate changes during regular operations. The conformity of the system to the cognitive dynamic framework is discussed. Results based on a laboratory scale implementation show that the system can start without the knowledge input-output mapping and can successfully address changes in observed and unobserved intake water quality parameters.																	0840-7789		978-1-5090-5538-8				2017																		WOS:000424192700171						
B	Das, B; Jain, PC			IEEE	Das, Brinda; Jain, P. C.			Real-Time Water Quality Monitoring System using Internet of Things	2017 INTERNATIONAL CONFERENCE ON COMPUTER, COMMUNICATIONS AND ELECTRONICS (COMPTELIX)					International Conference on Computer Communications and Electronics (Comptelix)	JUL 01-02, 2017	jaipur, INDIA	IRIS World, IEEE Delhi Sect, Inst Elect & Telecommunications Engn India, Malaviya Natl Inst Technol Student Chapter, Manipal Univ Jaipur Student Chapter, Malaviya Natl Inst Technol Student Chapter Jaipur, Altair, FEKO				The conventional method of testing water quality is to gather samples of water manually and send to the lab to test and analyze. This method is time consuming, wastage of man power, and not economical. The water quality measuring system that we have implemented checks the quality of water in real time through various sensors (one for each parameter: pH, conductivity, temperature) to measure the quality of water. The ZigBee module in the system transfers data collected by the sensors to the microcontroller wirelessly, and a GSM module transfers wirelessly the data further from the microcontroller to the smart phone/PC. The system also has proximity sensors to alert the officials by sending a message to them via the GSM module in case someone tries to pollute the water body. This system can keep a strict check on the pollution of the water resources and be able to provide an environment for safe drinking water.																			978-1-5090-4708-6				2017							78	82										WOS:000426812500016						
